"U_year","agegp","L_age","U_age","U_yearBorn","sex","cause","countDeaths","cohortDeaths","pctOfDeaths"
2014,"00-04",0,4,2014,"1","Respiratory system",149,9544,1.56
2014,"00-04",0,4,2014,"1","Skin and subcutaneous tissue",1,9544,0.01
2014,"00-04",0,4,2014,"2","Blood/blood forming organs",22,7241,0.3
2014,"00-04",0,4,2014,"2","Circulatory system",59,7241,0.81
2014,"00-04",0,4,2014,"2","Congenital anomalies",155,7241,2.14
2014,"00-04",0,4,2014,"2","Death at <1 year",6174,7241,85.26
2014,"00-04",0,4,2014,"2","Digestive system",26,7241,0.36
2014,"00-04",0,4,2014,"2","Endocrine/nutritional/metabolic/immunity",71,7241,0.98
2014,"00-04",0,4,2014,"2","Genitourinary system",9,7241,0.12
2014,"00-04",0,4,2014,"2","Ill-defined/Other",78,7241,1.08
2014,"00-04",0,4,2014,"2","Infectious/parasitic",89,7241,1.23
2014,"00-04",0,4,2014,"2","Injury and poisoning",124,7241,1.71
2014,"00-04",0,4,2014,"2","Mental disorders",2,7241,0.03
2014,"00-04",0,4,2014,"2","Musculoskeletal/connective tissue",5,7241,0.07
2014,"00-04",0,4,2014,"2","Neoplasm",168,7241,2.32
2014,"00-04",0,4,2014,"2","Nervous system/sense organs",126,7241,1.74
2014,"00-04",0,4,2014,"2","Originating from perinatal period",12,7241,0.17
2014,"00-04",0,4,2014,"2","Respiratory system",120,7241,1.66
2014,"00-04",0,4,2014,"2","Skin and subcutaneous tissue",1,7241,0.01
2014,"05-09",5,9,2009,"1","Blood/blood forming organs",17,770,2.21
2014,"05-09",5,9,2009,"1","Circulatory system",24,770,3.12
2014,"05-09",5,9,2009,"1","Congenital anomalies",84,770,10.91
2014,"05-09",5,9,2009,"1","Digestive system",17,770,2.21
2014,"05-09",5,9,2009,"1","Endocrine/nutritional/metabolic/immunity",45,770,5.84
2014,"05-09",5,9,2009,"1","Genitourinary system",3,770,0.39
2014,"05-09",5,9,2009,"1","Ill-defined/Other",18,770,2.34
2014,"05-09",5,9,2009,"1","Infectious/parasitic",41,770,5.32
2014,"05-09",5,9,2009,"1","Injury and poisoning",108,770,14.03
2014,"05-09",5,9,2009,"1","Mental disorders",2,770,0.26
2014,"05-09",5,9,2009,"1","Musculoskeletal/connective tissue",2,770,0.26
2014,"05-09",5,9,2009,"1","Neoplasm",233,770,30.26
2014,"05-09",5,9,2009,"1","Nervous system/sense organs",101,770,13.12
2014,"05-09",5,9,2009,"1","Originating from perinatal period",6,770,0.78
2014,"05-09",5,9,2009,"1","Respiratory system",68,770,8.83
2014,"05-09",5,9,2009,"1","Skin and subcutaneous tissue",1,770,0.13
2014,"05-09",5,9,2009,"2","Blood/blood forming organs",14,606,2.31
2014,"05-09",5,9,2009,"2","Circulatory system",39,606,6.44
2014,"05-09",5,9,2009,"2","Congenital anomalies",59,606,9.74
2014,"05-09",5,9,2009,"2","Digestive system",24,606,3.96
2014,"05-09",5,9,2009,"2","Endocrine/nutritional/metabolic/immunity",34,606,5.61
2014,"05-09",5,9,2009,"2","Genitourinary system",5,606,0.83
2014,"05-09",5,9,2009,"2","Ill-defined/Other",15,606,2.48
2014,"05-09",5,9,2009,"2","Infectious/parasitic",29,606,4.79
2014,"05-09",5,9,2009,"2","Injury and poisoning",67,606,11.06
2014,"05-09",5,9,2009,"2","Mental disorders",3,606,0.5
2014,"05-09",5,9,2009,"2","Musculoskeletal/connective tissue",7,606,1.16
2014,"05-09",5,9,2009,"2","Neoplasm",176,606,29.04
2014,"05-09",5,9,2009,"2","Nervous system/sense organs",75,606,12.38
2014,"05-09",5,9,2009,"2","Originating from perinatal period",2,606,0.33
2014,"05-09",5,9,2009,"2","Respiratory system",57,606,9.41
2014,"10-14",10,14,2004,"1","Blood/blood forming organs",10,836,1.2
2014,"10-14",10,14,2004,"1","Circulatory system",54,836,6.46
2014,"10-14",10,14,2004,"1","Congenital anomalies",53,836,6.34
2014,"10-14",10,14,2004,"1","Digestive system",17,836,2.03
2014,"10-14",10,14,2004,"1","Endocrine/nutritional/metabolic/immunity",44,836,5.26
2014,"10-14",10,14,2004,"1","Genitourinary system",1,836,0.12
2014,"10-14",10,14,2004,"1","Ill-defined/Other",25,836,2.99
2014,"10-14",10,14,2004,"1","Infectious/parasitic",26,836,3.11
2014,"10-14",10,14,2004,"1","Injury and poisoning",223,836,26.67
2014,"10-14",10,14,2004,"1","Mental disorders",2,836,0.24
2014,"10-14",10,14,2004,"1","Musculoskeletal/connective tissue",5,836,0.6
2014,"10-14",10,14,2004,"1","Neoplasm",205,836,24.52
2014,"10-14",10,14,2004,"1","Nervous system/sense organs",105,836,12.56
2014,"10-14",10,14,2004,"1","Originating from perinatal period",1,836,0.12
2014,"10-14",10,14,2004,"1","Respiratory system",63,836,7.54
2014,"10-14",10,14,2004,"1","Skin and subcutaneous tissue",2,836,0.24
2014,"10-14",10,14,2004,"2","Blood/blood forming organs",13,634,2.05
2014,"10-14",10,14,2004,"2","Circulatory system",27,634,4.26
2014,"10-14",10,14,2004,"2","Congenital anomalies",60,634,9.46
2014,"10-14",10,14,2004,"2","Digestive system",14,634,2.21
2014,"10-14",10,14,2004,"2","Endocrine/nutritional/metabolic/immunity",47,634,7.41
2014,"10-14",10,14,2004,"2","Genitourinary system",7,634,1.1
2014,"10-14",10,14,2004,"2","Ill-defined/Other",22,634,3.47
2014,"10-14",10,14,2004,"2","Infectious/parasitic",23,634,3.63
2014,"10-14",10,14,2004,"2","Injury and poisoning",110,634,17.35
2014,"10-14",10,14,2004,"2","Mental disorders",10,634,1.58
2014,"10-14",10,14,2004,"2","Musculoskeletal/connective tissue",8,634,1.26
2014,"10-14",10,14,2004,"2","Neoplasm",150,634,23.66
2014,"10-14",10,14,2004,"2","Nervous system/sense organs",84,634,13.25
2014,"10-14",10,14,2004,"2","Respiratory system",57,634,8.99
2014,"10-14",10,14,2004,"2","Skin and subcutaneous tissue",2,634,0.32
2014,"15-19",15,19,1999,"1","Blood/blood forming organs",14,2723,0.51
2014,"15-19",15,19,1999,"1","Circulatory system",155,2723,5.69
2014,"15-19",15,19,1999,"1","Congenital anomalies",69,2723,2.53
2014,"15-19",15,19,1999,"1","Digestive system",49,2723,1.8
2014,"15-19",15,19,1999,"1","Endocrine/nutritional/metabolic/immunity",77,2723,2.83
2014,"15-19",15,19,1999,"1","Genitourinary system",4,2723,0.15
2014,"15-19",15,19,1999,"1","Ill-defined/Other",165,2723,6.06
2014,"15-19",15,19,1999,"1","Infectious/parasitic",28,2723,1.03
2014,"15-19",15,19,1999,"1","Injury and poisoning",1506,2723,55.31
2014,"15-19",15,19,1999,"1","Mental disorders",7,2723,0.26
2014,"15-19",15,19,1999,"1","Musculoskeletal/connective tissue",18,2723,0.66
2014,"15-19",15,19,1999,"1","Neoplasm",308,2723,11.31
2014,"15-19",15,19,1999,"1","Nervous system/sense organs",239,2723,8.78
2014,"15-19",15,19,1999,"1","Respiratory system",81,2723,2.97
2014,"15-19",15,19,1999,"1","Skin and subcutaneous tissue",3,2723,0.11
2014,"15-19",15,19,1999,"2","Blood/blood forming organs",10,1343,0.74
2014,"15-19",15,19,1999,"2","Circulatory system",90,1343,6.7
2014,"15-19",15,19,1999,"2","Congenital anomalies",55,1343,4.1
2014,"15-19",15,19,1999,"2","Digestive system",30,1343,2.23
2014,"15-19",15,19,1999,"2","Endocrine/nutritional/metabolic/immunity",87,1343,6.48
2014,"15-19",15,19,1999,"2","Genitourinary system",7,1343,0.52
2014,"15-19",15,19,1999,"2","Ill-defined/Other",53,1343,3.95
2014,"15-19",15,19,1999,"2","Infectious/parasitic",35,1343,2.61
2014,"15-19",15,19,1999,"2","Injury and poisoning",500,1343,37.23
2014,"15-19",15,19,1999,"2","Mental disorders",11,1343,0.82
2014,"15-19",15,19,1999,"2","Musculoskeletal/connective tissue",13,1343,0.97
2014,"15-19",15,19,1999,"2","Neoplasm",217,1343,16.16
2014,"15-19",15,19,1999,"2","Nervous system/sense organs",158,1343,11.76
2014,"15-19",15,19,1999,"2","Originating from perinatal period",3,1343,0.22
2014,"15-19",15,19,1999,"2","Pregnancy/childbirth/puerperium",7,1343,0.52
2014,"15-19",15,19,1999,"2","Respiratory system",66,1343,4.91
2014,"15-19",15,19,1999,"2","Skin and subcutaneous tissue",1,1343,0.07
2014,"20-24",20,24,1994,"1","Blood/blood forming organs",21,4717,0.45
2014,"20-24",20,24,1994,"1","Circulatory system",281,4717,5.96
2014,"20-24",20,24,1994,"1","Congenital anomalies",84,4717,1.78
2014,"20-24",20,24,1994,"1","Digestive system",52,4717,1.1
2014,"20-24",20,24,1994,"1","Endocrine/nutritional/metabolic/immunity",119,4717,2.52
2014,"20-24",20,24,1994,"1","Genitourinary system",10,4717,0.21
2014,"20-24",20,24,1994,"1","Ill-defined/Other",232,4717,4.92
2014,"20-24",20,24,1994,"1","Infectious/parasitic",36,4717,0.76
2014,"20-24",20,24,1994,"1","Injury and poisoning",3007,4717,63.75
2014,"20-24",20,24,1994,"1","Mental disorders",23,4717,0.49
2014,"20-24",20,24,1994,"1","Musculoskeletal/connective tissue",19,4717,0.4
2014,"20-24",20,24,1994,"1","Neoplasm",434,4717,9.2
2014,"20-24",20,24,1994,"1","Nervous system/sense organs",305,4717,6.47
2014,"20-24",20,24,1994,"1","Originating from perinatal period",1,4717,0.02
2014,"20-24",20,24,1994,"1","Respiratory system",89,4717,1.89
2014,"20-24",20,24,1994,"1","Skin and subcutaneous tissue",4,4717,0.08
2014,"20-24",20,24,1994,"2","Blood/blood forming organs",18,1992,0.9
2014,"20-24",20,24,1994,"2","Circulatory system",154,1992,7.73
2014,"20-24",20,24,1994,"2","Congenital anomalies",61,1992,3.06
2014,"20-24",20,24,1994,"2","Digestive system",57,1992,2.86
2014,"20-24",20,24,1994,"2","Endocrine/nutritional/metabolic/immunity",122,1992,6.12
2014,"20-24",20,24,1994,"2","Genitourinary system",17,1992,0.85
2014,"20-24",20,24,1994,"2","Ill-defined/Other",68,1992,3.41
2014,"20-24",20,24,1994,"2","Infectious/parasitic",35,1992,1.76
2014,"20-24",20,24,1994,"2","Injury and poisoning",778,1992,39.06
2014,"20-24",20,24,1994,"2","Mental disorders",16,1992,0.8
2014,"20-24",20,24,1994,"2","Musculoskeletal/connective tissue",19,1992,0.95
2014,"20-24",20,24,1994,"2","Neoplasm",356,1992,17.87
2014,"20-24",20,24,1994,"2","Nervous system/sense organs",177,1992,8.89
2014,"20-24",20,24,1994,"2","Pregnancy/childbirth/puerperium",21,1992,1.05
2014,"20-24",20,24,1994,"2","Respiratory system",90,1992,4.52
2014,"20-24",20,24,1994,"2","Skin and subcutaneous tissue",3,1992,0.15
2014,"25-29",25,29,1989,"1","Blood/blood forming organs",23,5790,0.4
2014,"25-29",25,29,1989,"1","Circulatory system",475,5790,8.2
2014,"25-29",25,29,1989,"1","Congenital anomalies",88,5790,1.52
2014,"25-29",25,29,1989,"1","Digestive system",233,5790,4.02
2014,"25-29",25,29,1989,"1","Endocrine/nutritional/metabolic/immunity",148,5790,2.56
2014,"25-29",25,29,1989,"1","Genitourinary system",15,5790,0.26
2014,"25-29",25,29,1989,"1","Ill-defined/Other",249,5790,4.3
2014,"25-29",25,29,1989,"1","Infectious/parasitic",65,5790,1.12
2014,"25-29",25,29,1989,"1","Injury and poisoning",3333,5790,57.56
2014,"25-29",25,29,1989,"1","Mental disorders",61,5790,1.05
2014,"25-29",25,29,1989,"1","Musculoskeletal/connective tissue",17,5790,0.29
2014,"25-29",25,29,1989,"1","Neoplasm",623,5790,10.76
2014,"25-29",25,29,1989,"1","Nervous system/sense organs",316,5790,5.46
2014,"25-29",25,29,1989,"1","Originating from perinatal period",1,5790,0.02
2014,"25-29",25,29,1989,"1","Respiratory system",140,5790,2.42
2014,"25-29",25,29,1989,"1","Skin and subcutaneous tissue",3,5790,0.05
2014,"25-29",25,29,1989,"2","Blood/blood forming organs",17,2748,0.62
2014,"25-29",25,29,1989,"2","Circulatory system",238,2748,8.66
2014,"25-29",25,29,1989,"2","Congenital anomalies",71,2748,2.58
2014,"25-29",25,29,1989,"2","Digestive system",139,2748,5.06
2014,"25-29",25,29,1989,"2","Endocrine/nutritional/metabolic/immunity",122,2748,4.44
2014,"25-29",25,29,1989,"2","Genitourinary system",21,2748,0.76
2014,"25-29",25,29,1989,"2","Ill-defined/Other",82,2748,2.98
2014,"25-29",25,29,1989,"2","Infectious/parasitic",51,2748,1.86
2014,"25-29",25,29,1989,"2","Injury and poisoning",863,2748,31.4
2014,"25-29",25,29,1989,"2","Mental disorders",47,2748,1.71
2014,"25-29",25,29,1989,"2","Musculoskeletal/connective tissue",29,2748,1.06
2014,"25-29",25,29,1989,"2","Neoplasm",708,2748,25.76
2014,"25-29",25,29,1989,"2","Nervous system/sense organs",184,2748,6.7
2014,"25-29",25,29,1989,"2","Originating from perinatal period",1,2748,0.04
2014,"25-29",25,29,1989,"2","Pregnancy/childbirth/puerperium",48,2748,1.75
2014,"25-29",25,29,1989,"2","Respiratory system",114,2748,4.15
2014,"25-29",25,29,1989,"2","Skin and subcutaneous tissue",13,2748,0.47
2014,"30-34",30,34,1984,"1","Blood/blood forming organs",25,7475,0.33
2014,"30-34",30,34,1984,"1","Circulatory system",855,7475,11.44
2014,"30-34",30,34,1984,"1","Congenital anomalies",99,7475,1.32
2014,"30-34",30,34,1984,"1","Digestive system",531,7475,7.1
2014,"30-34",30,34,1984,"1","Endocrine/nutritional/metabolic/immunity",195,7475,2.61
2014,"30-34",30,34,1984,"1","Genitourinary system",28,7475,0.37
2014,"30-34",30,34,1984,"1","Ill-defined/Other",270,7475,3.61
2014,"30-34",30,34,1984,"1","Infectious/parasitic",109,7475,1.46
2014,"30-34",30,34,1984,"1","Injury and poisoning",3734,7475,49.95
2014,"30-34",30,34,1984,"1","Mental disorders",121,7475,1.62
2014,"30-34",30,34,1984,"1","Musculoskeletal/connective tissue",21,7475,0.28
2014,"30-34",30,34,1984,"1","Neoplasm",956,7475,12.79
2014,"30-34",30,34,1984,"1","Nervous system/sense organs",322,7475,4.31
2014,"30-34",30,34,1984,"1","Respiratory system",200,7475,2.68
2014,"30-34",30,34,1984,"1","Skin and subcutaneous tissue",9,7475,0.12
2014,"30-34",30,34,1984,"2","Blood/blood forming organs",28,4127,0.68
2014,"30-34",30,34,1984,"2","Circulatory system",419,4127,10.15
2014,"30-34",30,34,1984,"2","Congenital anomalies",69,4127,1.67
2014,"30-34",30,34,1984,"2","Digestive system",375,4127,9.09
2014,"30-34",30,34,1984,"2","Endocrine/nutritional/metabolic/immunity",120,4127,2.91
2014,"30-34",30,34,1984,"2","Genitourinary system",24,4127,0.58
2014,"30-34",30,34,1984,"2","Ill-defined/Other",116,4127,2.81
2014,"30-34",30,34,1984,"2","Infectious/parasitic",94,4127,2.28
2014,"30-34",30,34,1984,"2","Injury and poisoning",1056,4127,25.59
2014,"30-34",30,34,1984,"2","Mental disorders",74,4127,1.79
2014,"30-34",30,34,1984,"2","Musculoskeletal/connective tissue",44,4127,1.07
2014,"30-34",30,34,1984,"2","Neoplasm",1313,4127,31.81
2014,"30-34",30,34,1984,"2","Nervous system/sense organs",189,4127,4.58
2014,"30-34",30,34,1984,"2","Pregnancy/childbirth/puerperium",61,4127,1.48
2014,"30-34",30,34,1984,"2","Respiratory system",141,4127,3.42
2014,"30-34",30,34,1984,"2","Skin and subcutaneous tissue",4,4127,0.1
2014,"35-39",35,39,1979,"1","Blood/blood forming organs",41,10328,0.4
2014,"35-39",35,39,1979,"1","Circulatory system",1542,10328,14.93
2014,"35-39",35,39,1979,"1","Congenital anomalies",104,10328,1.01
2014,"35-39",35,39,1979,"1","Digestive system",1099,10328,10.64
2014,"35-39",35,39,1979,"1","Endocrine/nutritional/metabolic/immunity",228,10328,2.21
2014,"35-39",35,39,1979,"1","Genitourinary system",26,10328,0.25
2014,"35-39",35,39,1979,"1","Ill-defined/Other",328,10328,3.18
2014,"35-39",35,39,1979,"1","Infectious/parasitic",184,10328,1.78
2014,"35-39",35,39,1979,"1","Injury and poisoning",4289,10328,41.53
2014,"35-39",35,39,1979,"1","Mental disorders",169,10328,1.64
2014,"35-39",35,39,1979,"1","Musculoskeletal/connective tissue",33,10328,0.32
2014,"35-39",35,39,1979,"1","Neoplasm",1514,10328,14.66
2014,"35-39",35,39,1979,"1","Nervous system/sense organs",413,10328,4
2014,"35-39",35,39,1979,"1","Respiratory system",342,10328,3.31
2014,"35-39",35,39,1979,"1","Skin and subcutaneous tissue",16,10328,0.15
2014,"35-39",35,39,1979,"2","Blood/blood forming organs",38,6006,0.63
2014,"35-39",35,39,1979,"2","Circulatory system",719,6006,11.97
2014,"35-39",35,39,1979,"2","Congenital anomalies",80,6006,1.33
2014,"35-39",35,39,1979,"2","Digestive system",639,6006,10.64
2014,"35-39",35,39,1979,"2","Endocrine/nutritional/metabolic/immunity",169,6006,2.81
2014,"35-39",35,39,1979,"2","Genitourinary system",32,6006,0.53
2014,"35-39",35,39,1979,"2","Ill-defined/Other",139,6006,2.31
2014,"35-39",35,39,1979,"2","Infectious/parasitic",123,6006,2.05
2014,"35-39",35,39,1979,"2","Injury and poisoning",1240,6006,20.65
2014,"35-39",35,39,1979,"2","Mental disorders",88,6006,1.47
2014,"35-39",35,39,1979,"2","Musculoskeletal/connective tissue",70,6006,1.17
2014,"35-39",35,39,1979,"2","Neoplasm",2134,6006,35.53
2014,"35-39",35,39,1979,"2","Nervous system/sense organs",242,6006,4.03
2014,"35-39",35,39,1979,"2","Pregnancy/childbirth/puerperium",47,6006,0.78
2014,"35-39",35,39,1979,"2","Respiratory system",240,6006,4
2014,"35-39",35,39,1979,"2","Skin and subcutaneous tissue",6,6006,0.1
2014,"40-44",40,44,1974,"1","Blood/blood forming organs",53,16793,0.32
2014,"40-44",40,44,1974,"1","Circulatory system",3425,16793,20.4
2014,"40-44",40,44,1974,"1","Congenital anomalies",118,16793,0.7
2014,"40-44",40,44,1974,"1","Digestive system",2269,16793,13.51
2014,"40-44",40,44,1974,"1","Endocrine/nutritional/metabolic/immunity",352,16793,2.1
2014,"40-44",40,44,1974,"1","Genitourinary system",81,16793,0.48
2014,"40-44",40,44,1974,"1","Ill-defined/Other",457,16793,2.72
2014,"40-44",40,44,1974,"1","Infectious/parasitic",291,16793,1.73
2014,"40-44",40,44,1974,"1","Injury and poisoning",5148,16793,30.66
2014,"40-44",40,44,1974,"1","Mental disorders",256,16793,1.52
2014,"40-44",40,44,1974,"1","Musculoskeletal/connective tissue",59,16793,0.35
2014,"40-44",40,44,1974,"1","Neoplasm",3014,16793,17.95
2014,"40-44",40,44,1974,"1","Nervous system/sense organs",565,16793,3.36
2014,"40-44",40,44,1974,"1","Originating from perinatal period",2,16793,0.01
2014,"40-44",40,44,1974,"1","Respiratory system",664,16793,3.95
2014,"40-44",40,44,1974,"1","Skin and subcutaneous tissue",39,16793,0.23
2014,"40-44",40,44,1974,"2","Blood/blood forming organs",42,10452,0.4
2014,"40-44",40,44,1974,"2","Circulatory system",1452,10452,13.89
2014,"40-44",40,44,1974,"2","Congenital anomalies",110,10452,1.05
2014,"40-44",40,44,1974,"2","Digestive system",1262,10452,12.07
2014,"40-44",40,44,1974,"2","Endocrine/nutritional/metabolic/immunity",230,10452,2.2
2014,"40-44",40,44,1974,"2","Genitourinary system",99,10452,0.95
2014,"40-44",40,44,1974,"2","Ill-defined/Other",154,10452,1.47
2014,"40-44",40,44,1974,"2","Infectious/parasitic",166,10452,1.59
2014,"40-44",40,44,1974,"2","Injury and poisoning",1483,10452,14.19
2014,"40-44",40,44,1974,"2","Mental disorders",92,10452,0.88
2014,"40-44",40,44,1974,"2","Musculoskeletal/connective tissue",76,10452,0.73
2014,"40-44",40,44,1974,"2","Neoplasm",4341,10452,41.53
2014,"40-44",40,44,1974,"2","Nervous system/sense organs",386,10452,3.69
2014,"40-44",40,44,1974,"2","Pregnancy/childbirth/puerperium",19,10452,0.18
2014,"40-44",40,44,1974,"2","Respiratory system",511,10452,4.89
2014,"40-44",40,44,1974,"2","Skin and subcutaneous tissue",29,10452,0.28
2014,"45-49",45,49,1969,"1","Blood/blood forming organs",69,25208,0.27
2014,"45-49",45,49,1969,"1","Circulatory system",6227,25208,24.7
2014,"45-49",45,49,1969,"1","Congenital anomalies",163,25208,0.65
2014,"45-49",45,49,1969,"1","Digestive system",3337,25208,13.24
2014,"45-49",45,49,1969,"1","Endocrine/nutritional/metabolic/immunity",478,25208,1.9
2014,"45-49",45,49,1969,"1","Genitourinary system",112,25208,0.44
2014,"45-49",45,49,1969,"1","Ill-defined/Other",507,25208,2.01
2014,"45-49",45,49,1969,"1","Infectious/parasitic",429,25208,1.7
2014,"45-49",45,49,1969,"1","Injury and poisoning",5059,25208,20.07
2014,"45-49",45,49,1969,"1","Mental disorders",325,25208,1.29
2014,"45-49",45,49,1969,"1","Musculoskeletal/connective tissue",97,25208,0.38
2014,"45-49",45,49,1969,"1","Neoplasm",6267,25208,24.86
2014,"45-49",45,49,1969,"1","Nervous system/sense organs",890,25208,3.53
2014,"45-49",45,49,1969,"1","Respiratory system",1204,25208,4.78
2014,"45-49",45,49,1969,"1","Skin and subcutaneous tissue",44,25208,0.17
2014,"45-49",45,49,1969,"2","Blood/blood forming organs",64,16633,0.38
2014,"45-49",45,49,1969,"2","Circulatory system",2426,16633,14.59
2014,"45-49",45,49,1969,"2","Congenital anomalies",142,16633,0.85
2014,"45-49",45,49,1969,"2","Digestive system",1813,16633,10.9
2014,"45-49",45,49,1969,"2","Endocrine/nutritional/metabolic/immunity",333,16633,2
2014,"45-49",45,49,1969,"2","Genitourinary system",119,16633,0.72
2014,"45-49",45,49,1969,"2","Ill-defined/Other",205,16633,1.23
2014,"45-49",45,49,1969,"2","Infectious/parasitic",238,16633,1.43
2014,"45-49",45,49,1969,"2","Injury and poisoning",1644,16633,9.88
2014,"45-49",45,49,1969,"2","Mental disorders",133,16633,0.8
2014,"45-49",45,49,1969,"2","Musculoskeletal/connective tissue",105,16633,0.63
2014,"45-49",45,49,1969,"2","Neoplasm",7891,16633,47.44
2014,"45-49",45,49,1969,"2","Nervous system/sense organs",690,16633,4.15
2014,"45-49",45,49,1969,"2","Originating from perinatal period",1,16633,0.01
2014,"45-49",45,49,1969,"2","Pregnancy/childbirth/puerperium",5,16633,0.03
2014,"45-49",45,49,1969,"2","Respiratory system",792,16633,4.76
2014,"45-49",45,49,1969,"2","Skin and subcutaneous tissue",32,16633,0.19
2014,"50-54",50,54,1964,"1","Blood/blood forming organs",104,34988,0.3
2014,"50-54",50,54,1964,"1","Circulatory system",9681,34988,27.67
2014,"50-54",50,54,1964,"1","Congenital anomalies",213,34988,0.61
2014,"50-54",50,54,1964,"1","Digestive system",4068,34988,11.63
2014,"50-54",50,54,1964,"1","Endocrine/nutritional/metabolic/immunity",556,34988,1.59
2014,"50-54",50,54,1964,"1","Genitourinary system",175,34988,0.5
2014,"50-54",50,54,1964,"1","Ill-defined/Other",477,34988,1.36
2014,"50-54",50,54,1964,"1","Infectious/parasitic",529,34988,1.51
2014,"50-54",50,54,1964,"1","Injury and poisoning",4281,34988,12.24
2014,"50-54",50,54,1964,"1","Mental disorders",313,34988,0.89
2014,"50-54",50,54,1964,"1","Musculoskeletal/connective tissue",143,34988,0.41
2014,"50-54",50,54,1964,"1","Neoplasm",11336,34988,32.4
2014,"50-54",50,54,1964,"1","Nervous system/sense organs",1092,34988,3.12
2014,"50-54",50,54,1964,"1","Originating from perinatal period",1,34988,0
2014,"50-54",50,54,1964,"1","Respiratory system",1963,34988,5.61
2014,"50-54",50,54,1964,"1","Skin and subcutaneous tissue",56,34988,0.16
2014,"50-54",50,54,1964,"2","Blood/blood forming organs",78,24177,0.32
2014,"50-54",50,54,1964,"2","Circulatory system",3608,24177,14.92
2014,"50-54",50,54,1964,"2","Congenital anomalies",204,24177,0.84
2014,"50-54",50,54,1964,"2","Digestive system",2319,24177,9.59
2014,"50-54",50,54,1964,"2","Endocrine/nutritional/metabolic/immunity",387,24177,1.6
2014,"50-54",50,54,1964,"2","Genitourinary system",182,24177,0.75
2014,"50-54",50,54,1964,"2","Ill-defined/Other",202,24177,0.84
2014,"50-54",50,54,1964,"2","Infectious/parasitic",301,24177,1.24
2014,"50-54",50,54,1964,"2","Injury and poisoning",1626,24177,6.73
2014,"50-54",50,54,1964,"2","Mental disorders",162,24177,0.67
2014,"50-54",50,54,1964,"2","Musculoskeletal/connective tissue",178,24177,0.74
2014,"50-54",50,54,1964,"2","Neoplasm",12490,24177,51.66
2014,"50-54",50,54,1964,"2","Nervous system/sense organs",893,24177,3.69
2014,"50-54",50,54,1964,"2","Pregnancy/childbirth/puerperium",2,24177,0.01
2014,"50-54",50,54,1964,"2","Respiratory system",1485,24177,6.14
2014,"50-54",50,54,1964,"2","Skin and subcutaneous tissue",60,24177,0.25
2014,"55-59",55,59,1959,"1","Blood/blood forming organs",134,48465,0.28
2014,"55-59",55,59,1959,"1","Circulatory system",13640,48465,28.14
2014,"55-59",55,59,1959,"1","Congenital anomalies",263,48465,0.54
2014,"55-59",55,59,1959,"1","Digestive system",4552,48465,9.39
2014,"55-59",55,59,1959,"1","Endocrine/nutritional/metabolic/immunity",702,48465,1.45
2014,"55-59",55,59,1959,"1","Genitourinary system",293,48465,0.6
2014,"55-59",55,59,1959,"1","Ill-defined/Other",448,48465,0.92
2014,"55-59",55,59,1959,"1","Infectious/parasitic",586,48465,1.21
2014,"55-59",55,59,1959,"1","Injury and poisoning",3414,48465,7.04
2014,"55-59",55,59,1959,"1","Mental disorders",347,48465,0.72
2014,"55-59",55,59,1959,"1","Musculoskeletal/connective tissue",195,48465,0.4
2014,"55-59",55,59,1959,"1","Neoplasm",19296,48465,39.81
2014,"55-59",55,59,1959,"1","Nervous system/sense organs",1281,48465,2.64
2014,"55-59",55,59,1959,"1","Respiratory system",3209,48465,6.62
2014,"55-59",55,59,1959,"1","Skin and subcutaneous tissue",105,48465,0.22
2014,"55-59",55,59,1959,"2","Blood/blood forming organs",90,32947,0.27
2014,"55-59",55,59,1959,"2","Circulatory system",5137,32947,15.59
2014,"55-59",55,59,1959,"2","Congenital anomalies",222,32947,0.67
2014,"55-59",55,59,1959,"2","Digestive system",2714,32947,8.24
2014,"55-59",55,59,1959,"2","Endocrine/nutritional/metabolic/immunity",473,32947,1.44
2014,"55-59",55,59,1959,"2","Genitourinary system",259,32947,0.79
2014,"55-59",55,59,1959,"2","Ill-defined/Other",196,32947,0.59
2014,"55-59",55,59,1959,"2","Infectious/parasitic",358,32947,1.09
2014,"55-59",55,59,1959,"2","Injury and poisoning",1386,32947,4.21
2014,"55-59",55,59,1959,"2","Mental disorders",239,32947,0.73
2014,"55-59",55,59,1959,"2","Musculoskeletal/connective tissue",235,32947,0.71
2014,"55-59",55,59,1959,"2","Neoplasm",17814,32947,54.07
2014,"55-59",55,59,1959,"2","Nervous system/sense organs",1211,32947,3.68
2014,"55-59",55,59,1959,"2","Pregnancy/childbirth/puerperium",1,32947,0
2014,"55-59",55,59,1959,"2","Respiratory system",2498,32947,7.58
2014,"55-59",55,59,1959,"2","Skin and subcutaneous tissue",114,32947,0.35
2014,"60-64",60,64,1954,"1","Blood/blood forming organs",184,74096,0.25
2014,"60-64",60,64,1954,"1","Circulatory system",20180,74096,27.23
2014,"60-64",60,64,1954,"1","Congenital anomalies",309,74096,0.42
2014,"60-64",60,64,1954,"1","Digestive system",5281,74096,7.13
2014,"60-64",60,64,1954,"1","Endocrine/nutritional/metabolic/immunity",943,74096,1.27
2014,"60-64",60,64,1954,"1","Genitourinary system",493,74096,0.67
2014,"60-64",60,64,1954,"1","Ill-defined/Other",479,74096,0.65
2014,"60-64",60,64,1954,"1","Infectious/parasitic",725,74096,0.98
